ID;Active (0/1);Name *[fr-FR];Categories (x,y,z,...);Price tax excl.;Tax rules ID;Wholesale price;Reference #;EAN13;Brand;Short description[fr-FR];Description[fr-FR];URL rewritten[fr-FR];Image URLs (x,y,z,...);Attribute (Name:Type:Position)*;Value (Value:Position)*;Combination Reference;Quantity;Supplier reference
;1;Bonnet model 153589 Moe;Accueil->Accessoires->Bonnets et chapeaux;25.8;1;12.9;PDF-153589;5903887619158;Moe;Un bonnet léger en tricot avec un tissage turban caractéristique est un complément parfait à toutes les tenues de tous les jours, au printemps comme en automne. Il s'adapte parfaitement à la forme de la tête, offrant une excellente protection contre le froid et un grand confort de port, même pendant de nombreuses heures.;"Un bonnet léger en tricot avec un tissage turban caractéristique est un complément parfait à toutes les tenues de tous les jours, au printemps comme en automne. Il s'adapte parfaitement à la forme de la tête, offrant une excellente protection contre le froid et un grand confort de port, même pendant de nombreuses heures.

Composition : Coton 95 %, Élasthanne 5 %";bonnet-moe-beige-153589;https://lingeriematterhorn.fr/pics_source/903205.jpg,https://lingeriematterhorn.fr/pics_source/903206.jpg;Taille:select:0;EU universelle:0;M929615;10;M929615
;1;Bonnet model 219549 Moe;Accueil->Accessoires->Bonnets et chapeaux;33.8;1;16.9;PDF-219549;5905563776292;Moe;Un bonnet chaud fabriqué en fil doux avec une grosse tresse. Une coupe simple avec un léger relâchement dans la partie supérieure donne à l'ensemble un caractère décontracté et élégant. Le bord roulé assure un confort supplémentaire et un meilleur ajustement, tandis que la tresse décorative ajoute un charme classique et hivernal.;"Un bonnet chaud fabriqué en fil doux avec une grosse tresse. Une coupe simple avec un léger relâchement dans la partie supérieure donne à l'ensemble un caractère décontracté et élégant. Le bord roulé assure un confort supplémentaire et un meilleur ajustement, tandis que la tresse décorative ajoute un charme classique et hivernal.

Composition : Acrylique 85 %, Nylon 15 %";bonnet-moe-beige-219549;https://lingeriematterhorn.fr/pics_source/1098055.jpg,https://lingeriematterhorn.fr/pics_source/1098056.jpg,https://lingeriematterhorn.fr/pics_source/1098057.jpg;Taille:select:0;EU universelle:0;M1249332;10;M1249332
;1;Bonnet model 153590 Moe;Accueil->Accessoires->Bonnets et chapeaux;25.8;1;12.9;PDF-153590;5903887619141;Moe;Un bonnet léger en tricot avec un tissage turban caractéristique est un complément parfait à toutes les tenues de tous les jours, au printemps comme en automne. Il s'adapte parfaitement à la forme de la tête, offrant une excellente protection contre le froid et un grand confort de port, même pendant de nombreuses heures.;"Un bonnet léger en tricot avec un tissage turban caractéristique est un complément parfait à toutes les tenues de tous les jours, au printemps comme en automne. Il s'adapte parfaitement à la forme de la tête, offrant une excellente protection contre le froid et un grand confort de port, même pendant de nombreuses heures.

Composition : Coton 95 %, Élasthanne 5 %";bonnet-moe-vert-153590;https://lingeriematterhorn.fr/pics_source/903207.jpg,https://lingeriematterhorn.fr/pics_source/903208.jpg;Taille:select:0;EU universelle:0;M929616;10;M929616
;1;Châle model 219550 Moe;Accueil->Accessoires->Foulards et écharpes;49.8;1;24.9;PDF-219550;5905563776285;Moe;Un long, simple écharpe faite de fil doux avec une épaisse texture côtelée. Large et enveloppante, elle procure une agréable chaleur et confort les jours froids. Avec ses dimensions, 170 cm de longueur et 45 cm de largeur, elle conviendra parfaitement aussi bien aux tenues quotidiennes qu'aux tenues plus élégantes.;"Un long, simple écharpe faite de fil doux avec une épaisse texture côtelée. Large et enveloppante, elle procure une agréable chaleur et confort les jours froids. Avec ses dimensions, 170 cm de longueur et 45 cm de largeur, elle conviendra parfaitement aussi bien aux tenues quotidiennes qu'aux tenues plus élégantes.

Composition : Acrylique 85 %, Nylon 15 %";chale-moe-gris-219550;https://lingeriematterhorn.fr/pics_source/1098058.jpg,https://lingeriematterhorn.fr/pics_source/1098059.jpg;Taille:select:0;EU universelle:0;M1249333;10;M1249333
;1;Bonnet model 153591 Moe;Accueil->Accessoires->Bonnets et chapeaux;25.8;1;12.9;PDF-153591;5903887619134;Moe;Un bonnet léger en tricot avec un tissage turban caractéristique est un complément parfait à toutes les tenues de tous les jours, au printemps comme en automne. Il s'adapte parfaitement à la forme de la tête, offrant une excellente protection contre le froid et un grand confort de port, même pendant de nombreuses heures.;"Un bonnet léger en tricot avec un tissage turban caractéristique est un complément parfait à toutes les tenues de tous les jours, au printemps comme en automne. Il s'adapte parfaitement à la forme de la tête, offrant une excellente protection contre le froid et un grand confort de port, même pendant de nombreuses heures.

Composition : Coton 95 %, Élasthanne 5 %";bonnet-moe-beige-153591;https://lingeriematterhorn.fr/pics_source/903209.jpg,https://lingeriematterhorn.fr/pics_source/903210.jpg;Taille:select:0;EU universelle:0;M929617;10;M929617
;1;Châle model 219551 Moe;Accueil->Accessoires->Foulards et écharpes;49.8;1;24.9;PDF-219551;5905563776278;Moe;Un long, simple foulard fabriqué à partir d'un fil doux à grosse maille côtelée. Large et enveloppant, il assure une chaleur agréable et un confort les jours froids. Avec ses dimensions de 170 cm de longueur et 45 cm de largeur, il convient parfaitement aussi bien aux tenues quotidiennes qu'aux tenues plus élégantes.;"Un long, simple foulard fabriqué à partir d'un fil doux à grosse maille côtelée. Large et enveloppant, il assure une chaleur agréable et un confort les jours froids. Avec ses dimensions de 170 cm de longueur et 45 cm de largeur, il convient parfaitement aussi bien aux tenues quotidiennes qu'aux tenues plus élégantes.

Composition : Acrylique 85 %, Nylon 15 %";chale-moe-beige-219551;https://lingeriematterhorn.fr/pics_source/1098060.jpg,https://lingeriematterhorn.fr/pics_source/1098061.jpg;Taille:select:0;EU universelle:0;M1249334;10;M1249334
;1;Bonnet model 153592 Moe;Accueil->Accessoires->Bonnets et chapeaux;25.8;1;12.9;PDF-153592;5903887619127;Moe;Un bonnet léger en tricot avec un tissage turban caractéristique est un complément parfait à toutes les tenues de tous les jours, au printemps comme en automne. Il s'adapte parfaitement à la forme de la tête, offrant une excellente protection contre le froid et un grand confort de port, même pendant de nombreuses heures.;"Un bonnet léger en tricot avec un tissage turban caractéristique est un complément parfait à toutes les tenues de tous les jours, au printemps comme en automne. Il s'adapte parfaitement à la forme de la tête, offrant une excellente protection contre le froid et un grand confort de port, même pendant de nombreuses heures.

Composition : Coton 95 %, Élasthanne 5 %";bonnet-moe-noir-153592;https://lingeriematterhorn.fr/pics_source/903211.jpg,https://lingeriematterhorn.fr/pics_source/903212.jpg;Taille:select:0;EU universelle:0;M929618;10;M929618
;1;Châle model 219552 Moe;Accueil->Accessoires->Foulards et écharpes;49.8;1;24.9;PDF-219552;5905563776254;Moe;Un long et simple écharpe fabriqué en fil doux avec une grosse texture côtelée. Large et enveloppant, il assure une chaleur agréable et un confort les jours froids. Avec ses dimensions, 170 cm de longueur et 45 cm de largeur, il conviendra parfaitement aux tenues quotidiennes ainsi qu'aux styles plus élégants.;"Un long et simple écharpe fabriqué en fil doux avec une grosse texture côtelée. Large et enveloppant, il assure une chaleur agréable et un confort les jours froids. Avec ses dimensions, 170 cm de longueur et 45 cm de largeur, il conviendra parfaitement aux tenues quotidiennes ainsi qu'aux styles plus élégants.

Composition : Acrylique 85 %, Nylon 15 %";chale-moe-rouge-219552;https://lingeriematterhorn.fr/pics_source/1098062.jpg,https://lingeriematterhorn.fr/pics_source/1098063.jpg;Taille:select:0;EU universelle:0;M1249335;10;M1249335
;1;Balaklava model 219537 Moe;Accueil->Accessoires->Bonnets et chapeaux;33.8;1;16.9;PDF-219537;5905563776421;Moe;La cagoule de type balaklawa avec un col ajusté enveloppant protège parfaitement du froid tout en restant légère et confortable. Le fil doux et élastique à la texture côtelée offre un confort exceptionnel et s'adapte parfaitement. Le modèle a une coupe ajustée avec un léger dégagement naturel autour du cou, garantissant une liberté de mouvement et de la chaleur sans sensation de compression. Les bordures élastiques assurent un ajustement parfait et une forme durable.;"La cagoule de type balaklawa avec un col ajusté enveloppant protège parfaitement du froid tout en restant légère et confortable. Le fil doux et élastique à la texture côtelée offre un confort exceptionnel et s'adapte parfaitement. Le modèle a une coupe ajustée avec un léger dégagement naturel autour du cou, garantissant une liberté de mouvement et de la chaleur sans sensation de compression. Les bordures élastiques assurent un ajustement parfait et une forme durable.

Composition : Acrylique 85 %, Nylon 15 %";balaklava-moe-gris-219537;https://lingeriematterhorn.fr/pics_source/1098024.jpg,https://lingeriematterhorn.fr/pics_source/1098025.jpg,https://lingeriematterhorn.fr/pics_source/1098026.jpg;Taille:select:0;EU  universelle:0;M1249320;10;M1249320
;1;Châle model 219553 Moe;Accueil->Accessoires->Foulards et écharpes;49.8;1;24.9;PDF-219553;5905563776247;Moe;Un long, simple foulard fabriqué en fil doux avec une texture épaisse et côtelée. Large et enveloppant, il procure une chaleur agréable et du confort les jours froids. Avec ses dimensions de 170 cm de longueur et 45 cm de largeur, il conviendra parfaitement aux tenues quotidiennes ainsi qu'aux tenues plus élégantes.;"Un long, simple foulard fabriqué en fil doux avec une texture épaisse et côtelée. Large et enveloppant, il procure une chaleur agréable et du confort les jours froids. Avec ses dimensions de 170 cm de longueur et 45 cm de largeur, il conviendra parfaitement aux tenues quotidiennes ainsi qu'aux tenues plus élégantes.

Composition : Acrylique 85 %, Nylon 15 %";chale-moe-beige-219553;https://lingeriematterhorn.fr/pics_source/1098064.jpg,https://lingeriematterhorn.fr/pics_source/1098065.jpg;Taille:select:0;EU universelle:0;M1249336;10;M1249336
;1;Balaklava model 219538 Moe;Accueil->Accessoires->Bonnets et chapeaux;33.8;1;16.9;PDF-219538;5905563776407;Moe;Le cagoule de type balaklawa enveloppante avec un col ajusté protège parfaitement du froid, tout en restant légère et confortable. Le fil doux et élastique avec une texture côtelée assure un confort et un ajustement exceptionnels. Le modèle a une coupe ajustée avec une légère liberté naturelle autour du cou, garantissant une liberté de mouvement et de la chaleur sans sensation de compression. Les bordures élastiques assurent un ajustement parfait et une forme durable.;"Le cagoule de type balaklawa enveloppante avec un col ajusté protège parfaitement du froid, tout en restant légère et confortable. Le fil doux et élastique avec une texture côtelée assure un confort et un ajustement exceptionnels. Le modèle a une coupe ajustée avec une légère liberté naturelle autour du cou, garantissant une liberté de mouvement et de la chaleur sans sensation de compression. Les bordures élastiques assurent un ajustement parfait et une forme durable.

Composition : Acrylique 85 %, Nylon 15 %";balaklava-moe-rouge-219538;https://lingeriematterhorn.fr/pics_source/1098027.jpg,https://lingeriematterhorn.fr/pics_source/1098028.jpg,https://lingeriematterhorn.fr/pics_source/1098029.jpg;Taille:select:0;EU universelle:0;M1249321;10;M1249321
;1;Bonnet model 219554 Moe;Accueil->Accessoires->Bonnets et chapeaux;33.8;1;16.9;PDF-219554;5905563776230;Moe;Un bonnet chaud fabriqué en fil doux avec une grosse maille côtelée. Il a une coupe droite avec un peu de décontraction dans la partie supérieure, ce qui lui donne un aspect décontracté et moderne. Le rebord revers assure un meilleur ajustement et une couche de chaleur supplémentaire, créant un mélange parfait de style et de confort.;"Un bonnet chaud fabriqué en fil doux avec une grosse maille côtelée. Il a une coupe droite avec un peu de décontraction dans la partie supérieure, ce qui lui donne un aspect décontracté et moderne. Le rebord revers assure un meilleur ajustement et une couche de chaleur supplémentaire, créant un mélange parfait de style et de confort.

Composition : Acrylique 85 %, Nylon 15 %";bonnet-moe-gris-219554;https://lingeriematterhorn.fr/pics_source/1098066.jpg,https://lingeriematterhorn.fr/pics_source/1098067.jpg,https://lingeriematterhorn.fr/pics_source/1098068.jpg;Taille:select:0;EU universelle:0;M1249337;10;M1249337
;1;Balaklava model 219539 Moe;Accueil->Accessoires->Bonnets et chapeaux;33.8;1;16.9;PDF-219539;5905563776391;Moe;La cagoule balaklava enveloppante avec un col ajusté protège parfaitement du froid tout en restant légère et confortable. Le fil doux et élastique avec une texture côtelée assure un confort et un ajustement exceptionnels. Le modèle a une coupe ajustée avec un espace naturel autour du cou, garantissant une liberté de mouvement et de la chaleur sans sensation de compression. Les bord-côtes élastiques assurent un ajustement parfait et une forme durable.;"La cagoule balaklava enveloppante avec un col ajusté protège parfaitement du froid tout en restant légère et confortable. Le fil doux et élastique avec une texture côtelée assure un confort et un ajustement exceptionnels. Le modèle a une coupe ajustée avec un espace naturel autour du cou, garantissant une liberté de mouvement et de la chaleur sans sensation de compression. Les bord-côtes élastiques assurent un ajustement parfait et une forme durable.

Composition : Acrylique 85 %, Nylon 15 %";balaklava-moe-beige-219539;https://lingeriematterhorn.fr/pics_source/1098030.jpg,https://lingeriematterhorn.fr/pics_source/1098031.jpg,https://lingeriematterhorn.fr/pics_source/1098032.jpg;Taille:select:0;EU universelle:0;M1249322;10;M1249322
;1;Bonnet model 219555 Moe;Accueil->Accessoires->Bonnets et chapeaux;33.8;1;16.9;PDF-219555;5905563776223;Moe;Un bonnet chaud fabriqué à partir d'un fil doux avec une texture épaisse et côtelée. Il a une coupe simple avec un peu de souplesse dans la partie supérieure, ce qui lui donne un look décontracté et moderne. Le bord roulé assure un meilleur ajustement et une couche de chaleur supplémentaire, créant ainsi un mélange parfait de style et de confort.;"Un bonnet chaud fabriqué à partir d'un fil doux avec une texture épaisse et côtelée. Il a une coupe simple avec un peu de souplesse dans la partie supérieure, ce qui lui donne un look décontracté et moderne. Le bord roulé assure un meilleur ajustement et une couche de chaleur supplémentaire, créant ainsi un mélange parfait de style et de confort.

Composition : Acrylique 85 %, Nylon 15 %";bonnet-moe-beige-219555;https://lingeriematterhorn.fr/pics_source/1098069.jpg,https://lingeriematterhorn.fr/pics_source/1098070.jpg,https://lingeriematterhorn.fr/pics_source/1098071.jpg;Taille:select:0;EU universelle:0;M1249338;10;M1249338
;1;Châle model 219540 Moe;Accueil->Accessoires->Foulards et écharpes;49.8;1;24.9;PDF-219540;5905563776384;Moe;Un long, simple foulard fait de fil doux à la texture épaisse, qui enveloppe agréablement et assure la chaleur les jours froids. Le motif tressé classique lui confère un caractère intemporel et un subtil accent décoratif. Grâce à sa largeur de 40 cm et sa longueur impressionnante de 190 cm, vous pouvez le draper librement autour de votre cou ou le porter lâchement pour un effet plus élégant.;"Un long, simple foulard fait de fil doux à la texture épaisse, qui enveloppe agréablement et assure la chaleur les jours froids. Le motif tressé classique lui confère un caractère intemporel et un subtil accent décoratif. Grâce à sa largeur de 40 cm et sa longueur impressionnante de 190 cm, vous pouvez le draper librement autour de votre cou ou le porter lâchement pour un effet plus élégant.

Composition : Acrylique 85 %, Nylon 15 %";chale-moe-gris-219540;https://lingeriematterhorn.fr/pics_source/1098033.jpg,https://lingeriematterhorn.fr/pics_source/1098034.jpg;Taille:select:0;EU universelle:0;M1249323;10;M1249323
;1;Bonnet model 219556 Moe;Accueil->Accessoires->Bonnets et chapeaux;33.8;1;16.9;PDF-219556;5905563776209;Moe;Un bonnet chaud en fil doux avec une grosse maille côtelée. Il a une coupe simple avec un peu d'espace dans la partie supérieure, ce qui lui donne un aspect décontracté et moderne. Le bord replié assure un meilleur ajustement et une couche de chaleur supplémentaire, créant ainsi un parfait mélange de style et de confort.;"Un bonnet chaud en fil doux avec une grosse maille côtelée. Il a une coupe simple avec un peu d'espace dans la partie supérieure, ce qui lui donne un aspect décontracté et moderne. Le bord replié assure un meilleur ajustement et une couche de chaleur supplémentaire, créant ainsi un parfait mélange de style et de confort.

Composition : Acrylique 85 %, Nylon 15 %";bonnet-moe-rouge-219556;https://lingeriematterhorn.fr/pics_source/1098072.jpg,https://lingeriematterhorn.fr/pics_source/1098073.jpg,https://lingeriematterhorn.fr/pics_source/1098074.jpg;Taille:select:0;EU universelle:0;M1249339;10;M1249339
;1;Châle model 219541 Moe;Accueil->Accessoires->Foulards et écharpes;49.8;1;24.9;PDF-219541;5905563776377;Moe;Un long et simple foulard fabriqué à partir d'un fil doux à grosse maille qui enveloppe agréablement et procure de la chaleur les jours froids. Le motif classique en tresse lui donne un caractère intemporel et un accent décoratif subtil. Avec une largeur de 40 cm et une longueur impressionnante de 190 cm, vous pouvez l'enrouler autour de votre cou librement ou le porter lâchement pour un effet plus élégant.;"Un long et simple foulard fabriqué à partir d'un fil doux à grosse maille qui enveloppe agréablement et procure de la chaleur les jours froids. Le motif classique en tresse lui donne un caractère intemporel et un accent décoratif subtil. Avec une largeur de 40 cm et une longueur impressionnante de 190 cm, vous pouvez l'enrouler autour de votre cou librement ou le porter lâchement pour un effet plus élégant.

Composition : Acrylique 85 %, Nylon 15 %";chale-moe-beige-219541;https://lingeriematterhorn.fr/pics_source/1098035.jpg,https://lingeriematterhorn.fr/pics_source/1098036.jpg;Taille:select:0;EU universelle:0;M1249324;10;M1249324
;1;Bonnet model 219557 Moe;Accueil->Accessoires->Bonnets et chapeaux;33.8;1;16.9;PDF-219557;5905563776193;Moe;Un bonnet chaud fabriqué en fil doux à grosse maille côtelée. Il a une coupe simple avec un peu d'ampleur dans la partie supérieure, ce qui lui donne un look décontracté et moderne. Le bord roulé assure un meilleur ajustement et une couche de chaleur supplémentaire, créant ainsi l'association parfaite entre style et confort.;"Un bonnet chaud fabriqué en fil doux à grosse maille côtelée. Il a une coupe simple avec un peu d'ampleur dans la partie supérieure, ce qui lui donne un look décontracté et moderne. Le bord roulé assure un meilleur ajustement et une couche de chaleur supplémentaire, créant ainsi l'association parfaite entre style et confort.

Composition : Acrylique 85 %, Nylon 15 %";bonnet-moe-beige-219557;https://lingeriematterhorn.fr/pics_source/1098075.jpg,https://lingeriematterhorn.fr/pics_source/1098076.jpg,https://lingeriematterhorn.fr/pics_source/1098077.jpg;Taille:select:0;EU universelle:0;M1249340;10;M1249340
