id;name;brand;category_path;wholesale_price;description;image_1;image_2;image_3;image_4
161758;L`ensemble sexy model 161758 Obsessive;Obsessive;Ensembles Sexy;40.9;<div class='prod_data'> 			<strong>Élasthanne</strong> 10 % <br><strong>polyamide</strong> 90 % <br> 		<table class='prod_table table table-striped table-bordered table-hover table-responsive' >  			 				<thead> 					<tr><th>Taille</th><th>Dessous de poitrine</th></tr> 				</thead> 			<tr><td><b>EU 4XL/5XL</b></td><td align='right'>82-108 cm</td></tr><tr><td><b>EU 6XL/7XL</b></td><td align='right'>92-118 cm</td></tr> 		</table> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/925534.jpg;http://srv0.lingeriematterhorn.fr/pics_source/925535.jpg;;
174576;Culottes model 174576 Obsessive;Obsessive;Culottes;16.9;<div class='prod_data'> 			<strong>Élasthanne</strong> 10 % <br><strong>polyamide</strong> 90 % <br> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/963013.jpg;http://srv0.lingeriematterhorn.fr/pics_source/963014.jpg;;
182304;Body model 182304 Obsessive;Obsessive;Corsets et Bodys Femme;31.9;<div class='prod_data'> 			<strong>Élasthanne</strong> 15 % <br><strong>polyamide</strong> 85 % <br> 		<table class='prod_table table table-striped table-bordered table-hover table-responsive' >  			 				<thead> 					<tr><th>Taille</th><th>Tour de hanche</th><th>Tour de poitrine</th></tr> 				</thead> 			<tr><td><b>EU M/L</b></td><td align='right'>95-105 cm</td><td align='right'>90-99 cm</td></tr><tr><td><b>EU XS/S</b></td><td align='right'>84-94 cm</td><td align='right'>80-89 cm</td></tr> 		</table> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/986230.jpg;http://srv0.lingeriematterhorn.fr/pics_source/986231.jpg;;
200807;Body model 200807 Obsessive;Obsessive;Corsets et Bodys Femme;26.9;<div class='prod_data'> 			<strong>Élasthanne</strong> 10 % <br><strong>polyamide</strong> 90 % <br> 		<table class='prod_table table table-striped table-bordered table-hover table-responsive' >  			 				<thead> 					<tr><th>Taille</th><th>Tour de hanche</th><th>Tour de poitrine</th></tr> 				</thead> 			<tr><td><b>EU 2XL/3XL</b></td><td align='right'>112-122 cm</td><td align='right'>105-114 cm</td></tr><tr><td><b>EU L/XL</b></td><td align='right'>101-111 cm</td><td align='right'>95-104 cm</td></tr><tr><td><b>EU S/M</b></td><td align='right'>90-100 cm</td><td align='right'>85-94 cm</td></tr> 		</table> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/1041023.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1041024.jpg;;
158920;L`ensemble sexy model 158920 Obsessive;Obsessive;Ensembles Sexy;40.9;<div class='prod_data'> 			<strong>Élasthanne</strong> 10 % <br><strong>polyamide</strong> 90 % <br> 		<table class='prod_table table table-striped table-bordered table-hover table-responsive' >  			 				<thead> 					<tr><th>Taille</th><th>Hanche</th></tr> 				</thead> 			<tr><td><b>EU 2XL/3XL</b></td><td align='right'>100-108 cm</td></tr><tr><td><b>EU L/XL</b></td><td align='right'>93-100 cm</td></tr><tr><td><b>EU S/M</b></td><td align='right'>86-93 cm</td></tr> 		</table> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/917805.jpg;http://srv0.lingeriematterhorn.fr/pics_source/917806.jpg;;
188964;Body model 188964 Obsessive;Obsessive;Corsets et Bodys Femme;30.9;<div class='prod_data'> 			<strong>Élasthanne</strong> 6 % <br><strong>polyamide</strong> 94 % <br> 		<table class='prod_table table table-striped table-bordered table-hover table-responsive' >  			 				<thead> 					<tr><th>Taille</th><th>Tour de hanche</th><th>Tour de poitrine</th></tr> 				</thead> 			<tr><td><b>EU M/L</b></td><td align='right'>95-105 cm</td><td align='right'>90-99 cm</td></tr><tr><td><b>EU XL/XXL</b></td><td align='right'>106-116 cm</td><td align='right'>100-109 cm</td></tr><tr><td><b>EU XS/S</b></td><td align='right'>84-94 cm</td><td align='right'>80-89 cm</td></tr> 		</table> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/1005464.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1005465.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1005466.jpg;
188965;Body model 188965 Obsessive;Obsessive;Corsets et Bodys Femme;30.9;<div class='prod_data'> 			<strong>Élasthanne</strong> 6 % <br><strong>polyamide</strong> 94 % <br> 		<table class='prod_table table table-striped table-bordered table-hover table-responsive' >  			 				<thead> 					<tr><th>Taille</th><th>Tour de hanche</th><th>Tour de poitrine</th></tr> 				</thead> 			<tr><td><b>EU M/L</b></td><td align='right'>95-105 cm</td><td align='right'>90-99 cm</td></tr><tr><td><b>EU XL/XXL</b></td><td align='right'>106-116 cm</td><td align='right'>100-109 cm</td></tr> 		</table> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/1005467.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1005468.jpg;;
143715;Collant model 143715 Livia Corsetti Fashion;Livia Corsetti Fashion;Collants, Bas;10.9;<div class='prod_data'> 			<strong>Coton</strong> 2 % <br><strong>Élasthanne</strong> 13 % <br><strong>polyamide</strong> 83 % <br><strong>Fil métallique</strong> 2 % <br> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/876777.jpg;;;
140510;Collant model 140510 Livia Corsetti Fashion;Livia Corsetti Fashion;Collants, Bas;11.9;<div class='prod_data'> 			<strong>Élasthanne</strong> 14 % <br><strong>polyamide</strong> 86 % <br> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/867797.jpg;http://srv0.lingeriematterhorn.fr/pics_source/867798.jpg;;
150276;Collant model 150276 Livia Corsetti Fashion;Livia Corsetti Fashion;Collants, Bas;11.9;<div class='prod_data'> 			 		<table class='prod_table table table-striped table-bordered table-hover table-responsive' >  			 				<thead> 					<tr><th>Taille</th><th>Hanche</th></tr> 				</thead> 			<tr><td><b>EU 2-S</b></td><td align='right'>88-93 cm</td></tr><tr><td><b>EU 3-M</b></td><td align='right'>94-98 cm</td></tr><tr><td><b>EU 4-L</b></td><td align='right'>99-104 cm</td></tr> 		</table> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/894187.jpg;;;
150285;Bas model 150285 Livia Corsetti Fashion;Livia Corsetti Fashion;Collants, Bas;14.9;<div class='prod_data'> 			<strong>Élasthanne</strong> 12 % <br><strong>polyamide</strong> 87 % <br><strong>Fil métallique</strong> 1 % <br> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/894203.jpg;;;
184827;Body model 184827 Livia Corsetti Fashion;Livia Corsetti Fashion;Corsets et Bodys Femme;28.9;<div class='prod_data'> 			<strong>Élasthanne</strong> 5 % <br><strong>Polyester</strong> 95 % <br> 		<table class='prod_table table table-striped table-bordered table-hover table-responsive' >  			 				<thead> 					<tr><th>Taille</th><th>Tour de hanche</th><th>Tour de poitrine</th></tr> 				</thead> 			<tr><td><b>EU L | FR 42</b></td><td align='right'>99-104 cm</td><td align='right'>93-96 cm</td></tr><tr><td><b>EU M | FR 40</b></td><td align='right'>94-98 cm</td><td align='right'>89-92 cm</td></tr><tr><td><b>EU XL | FR 44</b></td><td align='right'>105-109 cm</td><td align='right'>97-100 cm</td></tr> 		</table> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/993255.jpg;http://srv0.lingeriematterhorn.fr/pics_source/993256.jpg;;
152079;Peignoir model 152079 Irall;Irall;Nuisettes, Chemises de Nuit;35.9;<div class='prod_data'> 			<strong>polyamide</strong> 1 % <br><strong>Polyester</strong> 99 % <br> 		<table class='prod_table table table-striped table-bordered table-hover table-responsive' >  			 				<thead> 					<tr><th>Taille</th><th>Tour de hanche</th><th>Tour de poitrine</th></tr> 				</thead> 			<tr><td><b>EU L | FR 42</b></td><td align='right'>92-100 cm</td><td align='right'>92-96 cm</td></tr><tr><td><b>EU M | FR 40</b></td><td align='right'>87-96 cm</td><td align='right'>87-92 cm</td></tr><tr><td><b>EU S | FR 38</b></td><td align='right'>82-92 cm</td><td align='right'>82-87 cm</td></tr><tr><td><b>EU XL | FR 44</b></td><td align='right'>96-104 cm</td><td align='right'>96-100 cm</td></tr> 		</table> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/899335.jpg;http://srv0.lingeriematterhorn.fr/pics_source/899336.jpg;;
222340;Culottes model 222340 Gorteks;Gorteks;Culottes;17.9;<div class='prod_data'> 			<strong>Coton</strong> 7 % <br><strong>Élasthanne</strong> 5 % <br><strong>polyamide</strong> 68 % <br><strong>Polyester</strong> 20 % <br> 		<table class='prod_table table table-striped table-bordered table-hover table-responsive' >  			 				<thead> 					<tr><th>Taille</th><th>Hanche</th></tr> 				</thead> 			<tr><td><b>EU 36 | FR 38</b></td><td align='right'>91-94 cm</td></tr><tr><td><b>EU 38 | FR 40</b></td><td align='right'>95-98 cm</td></tr><tr><td><b>EU 40 | FR 42</b></td><td align='right'>99-102 cm</td></tr><tr><td><b>EU 42 | FR 44</b></td><td align='right'>103-106 cm</td></tr><tr><td><b>EU 44 | FR 46</b></td><td align='right'>107-110 cm</td></tr><tr><td><b>EU 46 | FR 48</b></td><td align='right'>111-114 cm</td></tr><tr><td><b>EU 48 | FR 50</b></td><td align='right'>115-118 cm</td></tr> 		</table> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/1106881.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1106882.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1106883.jpg;
222341;Culottes model 222341 Gorteks;Gorteks;Culottes;17.9;<div class='prod_data'> 			<strong>Coton</strong> 7 % <br><strong>Élasthanne</strong> 5 % <br><strong>polyamide</strong> 68 % <br><strong>Polyester</strong> 20 % <br> 		<table class='prod_table table table-striped table-bordered table-hover table-responsive' >  			 				<thead> 					<tr><th>Taille</th><th>Hanche</th></tr> 				</thead> 			<tr><td><b>EU 36 | FR 38</b></td><td align='right'>91-94 cm</td></tr><tr><td><b>EU 38 | FR 40</b></td><td align='right'>95-98 cm</td></tr><tr><td><b>EU 40 | FR 42</b></td><td align='right'>99-102 cm</td></tr><tr><td><b>EU 42 | FR 44</b></td><td align='right'>103-106 cm</td></tr><tr><td><b>EU 44 | FR 46</b></td><td align='right'>107-110 cm</td></tr><tr><td><b>EU 46 | FR 48</b></td><td align='right'>111-114 cm</td></tr><tr><td><b>EU 48 | FR 50</b></td><td align='right'>115-118 cm</td></tr> 		</table> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/1106884.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1106885.jpg;;
213658;Soutien-gorge rembourré model 213658 Gorteks;Gorteks;Soutiens-Gorge Soft et Semi-Soft;31.9;<div class='prod_data'> 			<strong>Élasthanne</strong> 5 % <br><strong>polyamide</strong> 70 % <br><strong>Polyester</strong> 25 % <br> 		<table class='prod_table table table-striped table-bordered table-hover table-responsive' >  			 				<thead> 					<tr><th>Taille</th><th>Dessous de poitrine</th><th>Tour de poitrine</th></tr> 				</thead> 			<tr><td><b>EU 100D | FR 115D</b></td><td align='right'>98-102 cm</td><td align='right'>118-120 cm</td></tr><tr><td><b>EU 100E | FR 115E</b></td><td align='right'>98-102 cm</td><td align='right'>120-122 cm</td></tr><tr><td><b>EU 65E | FR 80E</b></td><td align='right'>63-67 cm</td><td align='right'>85-87 cm</td></tr><tr><td><b>EU 65F | FR 80F</b></td><td align='right'>63-67 cm</td><td align='right'>87-89 cm</td></tr><tr><td><b>EU 65G | FR 80G</b></td><td align='right'>63-67 cm</td><td align='right'>89-91 cm</td></tr><tr><td><b>EU 65H | FR 80H</b></td><td align='right'>63-67 cm</td><td align='right'>91-93 cm</td></tr><tr><td><b>EU 65I | FR 80I</b></td><td align='right'>63-67 cm</td><td align='right'>93-95 cm</td></tr><tr><td><b>EU 65J | FR 80J</b></td><td align='right'>63-67 cm</td><td align='right'>95-97 cm</td></tr><tr><td><b>EU 70D | FR 85D</b></td><td align='right'>68-72 cm</td><td align='right'>88-90 cm</td></tr><tr><td><b>EU 70E | FR 85E</b></td><td align='right'>68-72 cm</td><td align='right'>90-92 cm</td></tr><tr><td><b>EU 70F | FR 85F</b></td><td align='right'>68-72 cm</td><td align='right'>92-94 cm</td></tr><tr><td><b>EU 70G | FR 85G</b></td><td align='right'>68-72 cm</td><td align='right'>94-96 cm</td></tr><tr><td><b>EU 70H | FR 85H</b></td><td align='right'>68-72 cm</td><td align='right'>96-98 cm</td></tr><tr><td><b>EU 70I | FR 85I</b></td><td align='right'>68-72 cm</td><td align='right'>98-100 cm</td></tr><tr><td><b>EU 70J | FR 85J</b></td><td align='right'>68-72 cm</td><td align='right'>100-102 cm</td></tr><tr><td><b>EU 75C | FR 90C</b></td><td align='right'>73-77 cm</td><td align='right'>91-93 cm</td></tr><tr><td><b>EU 75D | FR 90D</b></td><td align='right'>73-77 cm</td><td align='right'>93-95 cm</td></tr><tr><td><b>EU 75E | FR 90E</b></td><td align='right'>73-77 cm</td><td align='right'>95-97 cm</td></tr><tr><td><b>EU 75F | FR 90F</b></td><td align='right'>73-77 cm</td><td align='right'>97-99 cm</td></tr><tr><td><b>EU 75G | FR 90G</b></td><td align='right'>73-77 cm</td><td align='right'>99-101 cm</td></tr><tr><td><b>EU 75H | FR 90H</b></td><td align='right'>73-77 cm</td><td align='right'>101-103 cm</td></tr><tr><td><b>EU 75I | FR 90I</b></td><td align='right'>73-77 cm</td><td align='right'>103-105 cm</td></tr><tr><td><b>EU 75J | FR 90J</b></td><td align='right'>73-77 cm</td><td align='right'>105-107 cm</td></tr><tr><td><b>EU 80B | FR 95B</b></td><td align='right'>78-82 cm</td><td align='right'>94-96 cm</td></tr><tr><td><b>EU 80C | FR 95C</b></td><td align='right'>78-82 cm</td><td align='right'>96-98 cm</td></tr><tr><td><b>EU 80D | FR 95D</b></td><td align='right'>78-82 cm</td><td align='right'>98-100 cm</td></tr><tr><td><b>EU 80E | FR 95E</b></td><td align='right'>78-82 cm</td><td align='right'>100-102 cm</td></tr><tr><td><b>EU 80F | FR 95F</b></td><td align='right'>78-82 cm</td><td align='right'>102-104 cm</td></tr><tr><td><b>EU 80G | FR 95G</b></td><td align='right'>78-82 cm</td><td align='right'>104-106 cm</td></tr><tr><td><b>EU 80H | FR 95H</b></td><td align='right'>78-82 cm</td><td align='right'>106-108 cm</td></tr><tr><td><b>EU 80I | FR 95I</b></td><td align='right'>78-82 cm</td><td align='right'>108-110 cm</td></tr><tr><td><b>EU 85B | FR 100B</b></td><td align='right'>83-87 cm</td><td align='right'>99-101 cm</td></tr><tr><td><b>EU 85C | FR 100C</b></td><td align='right'>83-87 cm</td><td align='right'>101-103 cm</td></tr><tr><td><b>EU 85D | FR 100D</b></td><td align='right'>83-87 cm</td><td align='right'>103-105 cm</td></tr><tr><td><b>EU 85E | FR 100E</b></td><td align='right'>83-87 cm</td><td align='right'>105-107 cm</td></tr><tr><td><b>EU 85F | FR 100F</b></td><td align='right'>83-87 cm</td><td align='right'>107-109 cm</td></tr><tr><td><b>EU 85G | FR 100G</b></td><td align='right'>83-87 cm</td><td align='right'>109-111 cm</td></tr><tr><td><b>EU 85H | FR 100H</b></td><td align='right'>83-87 cm</td><td align='right'>111-113 cm</td></tr><tr><td><b>EU 90B | FR 105B</b></td><td align='right'>88-92 cm</td><td align='right'>104-106 cm</td></tr><tr><td><b>EU 90C | FR 105C</b></td><td align='right'>88-92 cm</td><td align='right'>106-108 cm</td></tr><tr><td><b>EU 90D | FR 105D</b></td><td align='right'>88-92 cm</td><td align='right'>108-110 cm</td></tr><tr><td><b>EU 90E | FR 105E</b></td><td align='right'>88-92 cm</td><td align='right'>110-112 cm</td></tr><tr><td><b>EU 90F | FR 105F</b></td><td align='right'>88-92 cm</td><td align='right'>112-114 cm</td></tr><tr><td><b>EU 90G | FR 105G</b></td><td align='right'>88-92 cm</td><td align='right'>114-116 cm</td></tr><tr><td><b>EU 95B | FR 110B</b></td><td align='right'>93-97 cm</td><td align='right'>109-111 cm</td></tr><tr><td><b>EU 95C | FR 110C</b></td><td align='right'>93-97 cm</td><td align='right'>111-113 cm</td></tr><tr><td><b>EU 95D | FR 110D</b></td><td align='right'>93-97 cm</td><td align='right'>113-115 cm</td></tr><tr><td><b>EU 95E | FR 110E</b></td><td align='right'>93-97 cm</td><td align='right'>115-117 cm</td></tr><tr><td><b>EU 95F | FR 110F</b></td><td align='right'>93-97 cm</td><td align='right'>117-119 cm</td></tr> 		</table> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/1079827.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1079828.jpg;;
217428;Strings model 217428 Gorteks;Gorteks;Strings;17.9;<div class='prod_data'> 			<strong>Coton</strong> 7 % <br><strong>Élasthanne</strong> 5 % <br><strong>Polyamide</strong> 68 % <br><strong>Polyester</strong> 20 % <br> 		<table class='prod_table table table-striped table-bordered table-hover table-responsive' >  			 				<thead> 					<tr><th>Taille</th><th>Hanche</th></tr> 				</thead> 			<tr><td><b>EU 36 | FR 38</b></td><td align='right'>91-94 cm</td></tr><tr><td><b>EU 38 | FR 40</b></td><td align='right'>95-98 cm</td></tr><tr><td><b>EU 40 | FR 42</b></td><td align='right'>99-102 cm</td></tr><tr><td><b>EU 42 | FR 44</b></td><td align='right'>103-106 cm</td></tr> 		</table> 		</div>;http://srv0.lingeriematterhorn.fr/pics_source/1091498.jpg;http://srv0.lingeriematterhorn.fr/pics_source/1091499.jpg;;
